,ARM,HR1_10SCALE,HR2_1,HR2_2,HR2_3,HR2_4,HR2_5,HR3,HR4,HR5,HR6,HR7_1,HR7_2,HR7_3,HR7_4,HR8,HR11,HR12_1,HR12_2,HR12_3,HR12_4,HR12_5,HR13,HR14,COVID_HR1,COVID_HR2,COVID_HR3,STIMULUS2,STIMULUS3,STIMULUS4,STIMULUS5,STIMULUS6,POLICY1,POLICY2,POLICY3,POLICY4,PERSONAL2,PERSONAL3,PERSONAL4,WORRY_1,WORRY_2,WORRY_3,WORRY_4,WORRY_5,WORRY_6,WORRY_7,WORRY_8,MEDIA1,MEDIA2,MEDIA5,MEDIA6_1,MEDIA6_2,MEDIA6_3,MEDIA6_4,MEDIA6_5,MEDIA6_6,MEDIA6_7,MEDIA7,MEDIA9,MEDIA10,MEDIA11,MEDIA12,MEDIA13,MEDIA14,MEDIA15,MEDIA17,MH1,MH2,CHILDCARE1,CHILDCARE2,CHILDCARE3,ELDERLYCARE1,IDEOLOGY1,IDEOLOGY2,IDEOLOGY3,IDEOLOGY4,IDEOLOGY5,IDEOLOGY6,IDEOLOGY7,IDEOLOGY8,CULTURE1_1,CULTURE1_2,CULTURE1_3,CULTURE1_4,CULTURE1_5,CULTURE1_6,CULTURE2_1,CULTURE2_2,CULTURE2_3,CULTURE2_4,CULTURE2_5,CULTURE2_6,CULTURE2_7,RUMORS2,DEMOGRAPHIC1,DEMOGRAPHIC2,DEMOGRAPHIC4,DEMOGRAPHIC5,DEMOGRAPHIC6,DEMOGRAPHIC7,DEMOGRAPHIC8,DEMOGRAPHIC9,DEMOGRAPHIC10,DEMOGRAPHIC11,DEMOGRAPHIC12,DEMOGRAPHIC13,age,STIMULUS1_WORK_FROM_HOME,STIMULUS1_LOST_JOB,STIMULUS1_FURLOUGHED,STIMULUS1_REDUCED_HOURS,STIMULUS1_PAY_CUT,STIMULUS1_WORK_MORE_HOUR,STIMULUS1_INCREASED_PAY,STIMULUS1_Nothing changed,POLICY5_EVERYONE_SD,POLICY5_AFFECTED_AREA_SD,POLICY5_VOLUNTARY_SD,POLICY5_OLD_PEOPLE_SD,POLICY5_CLOSE_SCHOOL,POLICY5R_CLOSE_UNIVERSITY,POLICY5_CANCEL_LARGE_EVENT,POLICY5_OTHER,POLICY6_EVERYONE_SD,POLICY6_AFFECTED_AREA_SD,POLICY6_VOLUNTARY_SD,POLICY6_OLD_PEOPLE_SD,POLICY6_CLOSE_SCHOOL,POLICY6_CLOSE_UNIVERSITY,POLICY6_CANCEL_LARGE_EVENT,POLICY6_OTHER,PERSONAL1_WOKR_HOME,PERSONAL1_STAYHOME_GOGROCERY,PERSONAL1_DIST_OLDER_RELATIVES,PERSONAL1_DIST_OTHER_FAMILY,PERSONAL1_DAYCARE_CLOSEDSHCOOL,PERSONAL1_DAYCARE_VOLUNTARILY,PERSONAL5_WASH_HANDS,PERSONAL5_SANITIZER,PERSONAL5_TESTING_COVID,PERSONAL5_CHANGEED_TRAVELPLAN,PERSONAL5_AVOIDED_WITH_OTHERS,PERSONAL5_AVOING_WIHT_ADULTS,PERSONAL5_AVOIDED_GATHERING,PERSONAL5_INFO_COVID,PERSONAL5_Selfquarantined,PERSONAL6_EXP_COM,PERSONAL6_SOMEONE_EXP_COM,PERSONAL6_NOTABL_FOOD_TABLE,PERSONAL6_FEELING_ISOLATED,PERSONAL6_NOTABL_GETCARE,PERSONAL6_NOTABL_TREATMENT,PERSONAL6_CHILD_EDUCATION,PERSONAL6_NOTABL_PAY_RENT,PERSONAL6_NOTABL_TAKECARE_FAM,PERSONAL6_NOTABL_WORK,PERSONAL6_FINANCIAL_IMPACTS,PERSONAL6_OTHER,PERSONAL7_RED_INCOME,PERSONAL7_LOST_JOB,PERSONAL7_LOSS_CHILDCARE,PERSONAL7_FOOD,PERSONAL7_SUPPLIES,PERSONAL7_MEDICATIONS,PERSONAL7_TRANSPORTATION,PERSONAL7_HEALTHCARE,PERSONAL7_NONE,PERSONAL7_OTHER,MEDIA3_TV,MEDIA3_SOCIAL_MEDIA,MEDIA3_NEWSPAPER,MEDIA3_MAGAZINES,MEDIA3_BLOGS_PODCASTS,MEDIA3_GOVERNMENT,MEDIA3_HEALTH_DEP,MEDIA3_MEMBER,MEDIA3_PRACTITIONERS,MEDIA3_RESEARCHERS,MEDIA3_ARTICLES,MEDIA3_OTHER,MEDIA4_TV,MEDIA4_SOCIAL_MEDIA,MEDIA4_NEWSPAPER,MEDIA4_MAGAZINES,MEDIA4_BLOGS_PODCASTS,MEDIA4_GOVERNMENT,MEDIA4_HEALTH_DEP,MEDIA4_MEMBER,MEDIA4_PRACTITIONERS,MEDIA4_RESEARCHERS,MEDIA4_ARTICLES,MEDIA4_OTHER,MEDIA8_DIABETES,MEDIA8_HEART,MEDIA8_CANCER,MEDIA8_HIV/AIDS,MEDIA8_ASTHMA,MEDIA8_LUNG,MEDIA8_OTHER,MEDIA16_KITCHEN,MEDIA16_DISTRICT,MEDIA16_FOODSTAMPS,MEDIA16_NOTFOOD_ASS,MEDIA16_DONTKNOW,RUMORS1_ACCIDENTLY_ESCAPED,RUMORS1_PURPOSEFULLY_LEAKED,RUMORS1_USARMY_BROUGHT,RUMORS1_BAT_TO_HUMANS,RUMORS1_BAT_ANIMAL_HUMANS,RUMORS1_WET_MARKET,RUMORS1_OTHER
932,0,1,3,3,3,3,4,3,3,1,1,4,3,3,3,3,B,2,2,2,1,2,E,A,,,A,C,1,1,A,B,1,1,C,B,2,4,4,2,2,2,2,0,1,0,1,2,C,A,3,1,1,3,1,3,3,2,A,1,E,0,B,No,B,B,0,0,Yes,A,No,No,B,B,B,,2,4,C,3,3,4,3,3,3,3,1,5,5,3,5,1,4,F,Customer service ,Yes,NC,27360,Yes,No,A,4,Female,3,A,1,41,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
933,1,1,3,3,4,4,4,3,3,3,3,3,3,2,3,3,B,2,2,0,2,2,E,E,,,A,B,1,1,D,B,1,2,B,B,2,2,4,1,0,0,2,0,0,0,2,2,B,C,5,5,5,5,3,4,2,3,A,2,A,0,B,No,B,A,1,1,No,A,Yes,Yes,A,A,A,B,0,3,D,D,3,4,2,3,4,4,3,4,4,4,4,4,4,F,Homemaker,No,CA,93727,Yes,No,J,2,Female,1,E,1,45,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,1,1,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
934,2,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C,1,1,1,1,1,E,D,All,B,B,C,2,2,A,A,0,0,A,A,0,4,1,0,0,0,0,0,0,0,0,3,A,F,4,3,3,1,1,1,1,2,B,4,A,0,C,No,B,B,0,0,Yes,C,No,Yes,A,D,A,"Someone else, write-in below",-2,4,E,3,5,1,5,5,1,1,4,2,3,3,3,2,4,B,Freelance Author,No,GA,31833,Yes,No,A,3,Male,3,A,0,61,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
935,1,1,2,2,3,2,2,3,1,3,1,4,3,0,3,3,B,2,2,2,2,2,E,E,,,A,C,2,2,A,B,0,0,B,B,3,2,3,0,0,2,2,0,1,2,2,2,C,A,2,2,2,5,3,5,2,2,B,4,D,0,B,No,B,B,1,1,No,A,No,No,A,A,A,B,0,3,D,D,5,4,2,5,2,3,1,5,5,5,5,5,1,E,Disabled ,No,GA,30680,No,No,A,4,Female,0,A,0,62,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
936,1,5,4,1,4,5,0,4,4,1,1,0,1,1,1,1,A,0,0,0,0,0,E,F,Some,,B,C,1,1,D,B,2,1,C,B,3,1,4,2,2,2,2,2,2,2,2,3,C,D,1,4,3,4,2,2,2,2,A,3,E,0,B,No,B,B,1,1,No,C,No,No,A,A,A,B,0,3,D,D,2,2,2,4,2,3,5,5,2,5,5,5,2,A,Retired ,No,NY,11710,Yes,No,E,3,Female,4,A,0,80,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
937,1,1,1,1,1,3,5,4,1,4,1,3,2,2,3,2,B,1,2,0,0,2,E,E,,,A,B,1,1,A,B,1,1,C,B,3,1,4,1,1,2,2,1,2,1,2,1,B,F,1,1,1,1,1,1,1,2,A,0,E,0,C,No,B,B,3,3,No,C,No,No,C,H,B,,0,0,A,A,4,4,3,4,3,3,2,4,5,5,5,5,3,B,Child Care,No,MI,48195,Yes,No,A,3,Female,0,A,0,62,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,1,1,0,0
938,1,2,3,3,3,3,3,2,2,3,1,0,3,0,3,2,A,0,0,0,0,0,E,E,Some,C,C,C,1,1,A,D,0,1,B,A,1,2,4,1,1,1,1,1,1,1,1,0,D,F,2,2,2,2,2,2,2,2,B,2,A,0,B,No,B,A,2,3,No,C,No,No,D,H,B,,0,0,A,A,3,3,3,3,3,3,3,3,3,3,3,3,3,G,Unemployed,No,PA,18702,Yes,No,L,3,Female,0,A,0,32,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0
939,1,3,2,2,4,4,3,3,2,1,1,3,3,2,3,2,A,2,2,2,2,2,E,A,Some,C,A,C,1,1,A,C,1,1,B,A,1,2,3,1,1,2,1,1,1,2,2,1,C,A,3,3,2,4,1,3,2,3,A,1,D,0,B,No,B,A,2,2,Yes,A,No,No,C,B,B,,1,3,C,3,4,4,2,3,2,2,2,4,4,4,4,4,2,D,Disabled,No,FL,34609,Yes,No,A,2,Female,3,A,1,47,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
940,2,10,5,5,5,5,5,4,4,4,4,4,4,4,4,3,A,2,2,2,2,2,E,A,All,,A,B,3,3,A,D,2,2,A,A,3,4,4,2,2,2,2,2,2,2,2,3,A,A,5,5,5,5,5,5,5,4,A,4,A,2,B,No,B,A,3,3,Yes,A,No,No,B,B,A,A,2,4,C,E,5,5,5,5,5,5,5,5,5,5,5,5,5,E,Good,Yes,UT,84084,Yes,No,C,4,Male,3,A,1,46,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0
941,0,5,4,4,4,4,2,2,1,4,1,4,3,4,4,1,A,0,2,2,0,2,E,E,Some,C,A,C,2,2,A,A,1,2,B,B,2,3,3,0,0,0,2,0,0,0,1,3,A,D,5,5,5,5,5,5,5,2,A,0,A,0,B,No,B,B,0,1,No,A,No,No,A,A,A,B,0,3,D,D,1,3,1,5,2,1,1,5,5,5,5,5,1,F,Foreman ,Yes,LA,70815,Yes,No,A,4,Male,3,C,0,40,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
942,0,3,3,4,3,2,3,3,3,2,3,3,3,3,4,1,A,1,1,2,2,2,B,A,Some,B,B,A,2,3,B,C,1,1,A,A,2,2,3,1,1,1,1,0,1,0,0,2,C,C,2,3,2,3,2,2,3,3,B,3,B,1,B,No,B,A,1,2,No,B,No,No,A,A,A,B,1,3,D,D,4,3,5,5,5,5,2,1,3,4,1,4,1,F,Receptionist ,Yes,NY,11435,Yes,No,B,3,Female,0,B,0,24,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
943,2,10,2,2,2,1,1,3,3,3,2,3,3,2,3,1,C,1,1,1,1,1,E,A,All,D,B,C,3,3,A,A,0,0,A,A,0,0,0,1,0,1,0,0,1,0,1,2,B,A,2,2,2,2,2,2,3,2,A,1,E,0,B,No,B,B,0,0,No,B,No,No,B,B,B,,2,3,C,3,3,4,3,2,3,3,4,3,3,3,2,2,3,A,Engineer,Yes,IN,47579,Yes,No,A,4,Male,3,A,1,30,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0
944,2,8,3,3,3,2,3,4,4,3,3,3,3,4,3,3,A,2,0,2,0,1,E,D,,C,C,C,1,1,D,C,1,2,B,A,2,4,4,2,1,1,2,2,2,1,0,3,B,A,1,1,1,1,1,1,1,3,B,3,C,0,B,No,B,A,1,1,No,B,No,No,C,H,D,"Someone else, write-in below",0,2,E,A,3,3,3,3,3,3,3,3,3,3,3,3,3,B,Data entry clerk ,Yes,MD,21224,Yes,No,L,4,Female,2,C,1,41,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0
945,1,9,3,4,5,3,5,2,2,1,2,2,2,4,2,1,C,1,2,1,2,1,C,A,Some,D,B,C,2,1,D,B,0,1,A,B,2,3,1,2,1,2,1,2,0,1,1,2,C,D,2,2,1,2,1,2,1,2,B,2,E,0,C,Yes,A,B,2,1,Yes,A,No,No,A,A,B,,0,2,,E,5,4,5,4,5,4,5,4,5,4,5,4,4,C,Photographer ,No,ID,83605,Yes,No,G,3,Female,0,B,0,29,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
946,2,1,2,1,5,5,5,4,2,3,2,4,4,4,4,3,B,2,2,2,2,2,E,F,,B,A,C,1,1,A,B,1,1,C,B,2,1,4,1,1,2,1,1,1,1,1,3,C,D,1,4,4,4,4,4,2,3,A,1,D,0,B,No,B,B,0,1,No,A,No,Yes,A,A,A,B,-1,4,D,D,3,4,2,3,4,3,1,5,5,5,5,5,1,F,Retired. Hoping to work part time. ,No,NM,88101,Yes,No,J,1,Male,3,A,0,74,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
947,0,10,4,4,4,5,5,4,3,4,3,4,2,2,4,3,B,2,2,2,0,2,E,F,,,A,C,1,1,A,E,0,1,B,A,2,2,4,2,2,2,2,2,2,2,2,2,C,C,4,4,5,5,3,4,4,2,B,3,D,0,B,No,B,B,1,1,Yes,A,No,No,C,D,B,,0,0,A,A,3,4,3,3,3,3,2,5,5,5,5,5,2,F,Disabled ,No,PA,18847,Yes,No,A,3,Female,1,A,0,54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
948,0,5,3,3,3,3,3,0,1,2,1,0,0,0,0,0,B,0,0,0,0,0,E,A,,,A,C,0,0,A,D,1,1,A,A,1,0,2,0,0,1,1,1,1,2,1,0,D,E,1,1,1,1,1,1,1,3,A,0,E,0,B,No,B,B,1,3,Yes,A,No,No,C,H,B,,0,0,A,A,3,3,3,3,3,3,3,3,3,3,3,3,3,F,Homemaker,No,SD,57401,Yes,No,I,1,Female,3,A,1,43,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
949,2,9,5,4,5,5,5,4,3,4,4,4,3,4,3,3,B,2,2,2,1,2,E,A,All,C,A,B,3,3,A,B,0,2,C,B,3,4,4,1,0,2,2,2,1,2,2,3,B,B,1,5,4,5,5,5,2,4,B,4,D,0,B,No,B,B,1,1,No,B,No,No,A,A,A,A,-2,4,D,D,1,5,5,5,5,4,1,5,5,5,5,5,5,F,Sales,Yes,IL,60618,Yes,No,J,1,Male,2,A,1,30,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
950,2,5,3,2,1,3,4,2,3,3,3,2,3,0,1,1,B,1,1,0,2,1,C,A,Some,B,B,A,3,2,B,B,1,2,B,B,2,3,3,2,0,0,1,0,1,1,0,2,D,A,3,5,2,4,2,3,3,3,A,3,D,1,B,No,B,B,1,1,No,A,No,No,C,B,A,A,-1,3,C,3,4,4,1,2,5,3,3,2,1,4,1,5,3,B,Not sure,Yes,MA,2744,Yes,No,B,3,Female,6,A,0,24,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
951,0,8,5,5,5,4,4,3,3,3,3,2,2,0,2,2,C,2,2,2,2,2,E,C,,,A,C,2,2,D,C,0,1,B,A,0,3,3,0,0,1,2,0,2,0,2,3,A,C,2,3,2,1,1,1,1,3,B,4,E,0,B,No,B,B,1,2,No,A,No,No,C,B,D,B,0,3,B,E,5,4,3,5,3,5,2,5,4,3,4,5,2,F,Unemployed ,No,VA,24054,Yes,Yes,A,3,Female,0,A,0,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
952,0,1,4,2,5,5,5,4,1,2,1,4,4,4,3,3,B,2,2,2,2,2,D,C,,,A,B,3,3,A,B,0,0,B,B,3,1,4,1,2,2,0,0,2,0,2,0,A,D,1,1,1,3,3,5,3,2,A,3,E,0,C,No,B,A,3,3,No,A,No,No,A,A,D,A,-1,2,A,F,4,4,3,3,2,1,1,5,5,5,5,5,1,C,healthcare ,Yes,MO,65803,Yes,No,J,1,Female,4,B,0,24,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
953,0,8,5,4,3,4,5,4,3,4,3,4,3,4,2,3,A,2,1,1,2,2,E,A,All,B,A,B,3,3,A,B,2,2,A,B,3,4,4,1,0,1,1,0,2,1,2,2,C,C,5,4,4,5,4,4,5,4,A,4,A,2,A,Yes,A,A,2,2,Yes,A,Yes,No,A,A,A,A,1,3,D,D,4,3,2,4,5,4,4,5,3,3,4,4,5,C,Education,Yes,NY,10001,Yes,Yes,J,2,Male,4,A,3,33,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0
954,0,1,3,3,3,3,3,1,1,1,1,0,0,0,0,3,B,0,2,0,2,2,F,D,,C,C,C,1,1,A,D,1,1,B,B,3,1,4,0,0,1,2,0,0,0,2,0,B,C,1,1,1,5,3,2,2,1,B,1,E,0,B,No,B,B,2,3,No,C,No,No,A,A,A,B,-2,2,D,D,3,3,3,3,1,3,1,5,5,5,5,5,1,F,Student,No,SC,29646,Yes,No,A,1,Female,0,A,0,29,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
955,2,5,4,4,5,3,3,4,2,3,1,0,0,0,0,1,C,0,0,0,1,0,F,A,Some,B,C,C,2,2,D,C,1,1,B,B,2,1,4,0,0,1,1,1,1,1,1,1,B,D,3,4,3,5,3,5,3,3,A,1,E,0,B,No,B,B,3,2,No,B,No,No,C,B,D,B,1,3,B,E,4,4,2,4,2,2,2,3,2,5,5,5,1,D,Student,No,NY,11803,Yes,No,E,4,Female,6,A,2,19,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0,0,1,1,1,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0
956,0,8,3,2,3,3,2,0,2,1,1,4,3,3,3,1,C,1,2,0,1,2,E,D,Some,D,C,A,1,1,A,D,1,1,B,A,2,1,2,0,0,0,0,1,0,1,1,2,B,D,4,4,4,5,2,2,3,4,B,0,A,0,B,No,B,B,0,2,Yes,C,Yes,Yes,B,H,B,,0,2,C,3,4,3,4,4,1,1,2,1,2,2,2,2,4,F,Car detail,Yes,CO,80103,Yes,No,L,3,Female,2,A,0,48,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
